QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	On the 20th November 2018, the Minister for Women the Honourable Kelly O'Dwyer MP, announced the Women's Economic Security Statement. As part of this package the Australian Bureau of Statistics will reinstate the Time Use Survey (TUS). The ABS will receive $10.4 million to develop and conduct the survey, last run in 2006. These funds include the design, development and implementation of an electronic diary (in addition to a paper diary). The initial survey will be conducted in 2020-21 followed by a smaller ongoing annual survey that will build up the evidence base over time.As the development and consultation around this survey is still in the early stages, we cannot state definitively whether it will implement ICATUS 2016
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	When state statistics bodies conducted a Time Use Survey, the activities of household members were coded in compliance with the Classification of Activities for the Time Use Survey. The classification was developed based on recommendations for harmonizing European time use surveys of the European Commission. The activities are classified in three levels (groups, subgroups, types). For this, the sequential coding method was applied, the code length was three numeric decimal digits. Groups are consistently detailed into subgroups and activities.
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	last TUS was organized in 2013
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	39	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Botswana	72	BWA		1		Developing	Some questions on time use are included in some household surveys
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	130	142	Asia	35	South-eastern Asia			Brunei Darussalam	96	BRN				Developing	Not Applicable
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	169	150	Europe	151	Eastern Europe			Bulgaria	100	BGR				Developed	
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	46	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Cabo Verde	132	CPV			1	Developing	
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	114	19	Americas	21	Northern America			Canada	124	CAN				Developed	The ICATUS 2016 was produced after StatCan's collection of its last Time Use survey in 2015. StatCan participated in the development of the 2016 ICATUS and will probably use it for its next Time Use collection planned in 2022. The GSS modernizing team is looking into using it for a test on subjective wellbeing where a telephone application will be developed and used to collect respondents' activities throughout the day.
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	68	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Cayman Islands	136	CYM				Developing	We have not implemented any time use survey except for LFS and OWS
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	123	142	Asia	30	Eastern Asia			China	156	CHN				Developing	We implemented Time Use Survey in May 2018.
