QuestionID	QuestionText	BlockID	BlockText	Answer	RegionName	N	Percentage
Q04.4	The NSO/NSS carries out user-engagement activities to better understand users' needs	R01		Yes	Europe	29	31
Q04.4	The NSO/NSS carries out user-engagement activities to better understand users' needs	R01		Yes	Africa	14	15
Q04.4	The NSO/NSS carries out user-engagement activities to better understand users' needs	R01		Yes	Americas	11	12
Q04.4	The NSO/NSS carries out user-engagement activities to better understand users' needs	R01		Yes	Oceania	4	4
Q04.4	The NSO/NSS carries out user-engagement activities to better understand users' needs	R01		No	Europe	5	5
Q04.4	The NSO/NSS carries out user-engagement activities to better understand users' needs	R01		No	Asia	2	2
Q04.4	The NSO/NSS carries out user-engagement activities to better understand users' needs	R01		Yes	Asia	22	24
Q04.4	The NSO/NSS carries out user-engagement activities to better understand users' needs	R01		No	Africa	3	3
Q04.4	The NSO/NSS carries out user-engagement activities to better understand users' needs	R01			Americas	1	1
Q04.4	The NSO/NSS carries out user-engagement activities to better understand users' needs	R01			Europe	1	1
Q04.4	The NSO/NSS carries out user-engagement activities to better understand users' needs	R01		No	Americas	1	1
