QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q09.1a	Details on version of SNA currently used	195	150	Europe	39	Southern Europe			Albania	8	ALB				Developed	
Q09.1a	Details on version of SNA currently used	30	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Angola	24	AGO	1			Developing	2008 SNA will be apply in second quarter of 2019.
Q09.1a	Details on version of SNA currently used	97	19	Americas	419	Latin America and the Caribbean	5	South America	Argentina	32	ARG				Developing	National Accounts
Q09.1a	Details on version of SNA currently used	220	9	Oceania	53	Australia and New Zealand			Australia	36	AUS				Developed	Australia's national accounts statistics are compiled in accordance with international standards contained in the System of National Accounts, 2008 (SNA08). Australia's application of these SNA standards is described in Australian System of National Accounts: Concepts, Sources and Methods (cat. no. 5216.0). The current version of this product reflects the SNA08 concepts and was released in March 2016. This publication outlines major concepts and definitions, describes sources of data and methods used to derive annual and quarterly estimates for major aggregates at current prices and in chain volume terms, and discusses the accuracy and reliability of the national accounts. In addition, it includes documentation on input-output tables, financial accounts, capital stock, productivity measures, balance sheets and state accounts.
Q09.1a	Details on version of SNA currently used	211	150	Europe	155	Western Europe			Austria	40	AUT				Developed	
Q09.1a	Details on version of SNA currently used	168	150	Europe	151	Eastern Europe			Belarus	112	BLR				Developed	Since January 1, 2016, the main provisions of the 2008 SNA have been introduced into statistical practice, annual and quarterly indicators of the national accounts system have been recalculated back to 2009, sectoral national accounts of the Republic of Belarus have been developed; production account and income generation account have also been calculated by economic activity
Q09.1a	Details on version of SNA currently used	212	150	Europe	155	Western Europe			Belgium	56	BEL				Developed	The ESA 2010 is broadly consistent with the SNA 2008
Q09.1a	Details on version of SNA currently used	89	19	Americas	419	Latin America and the Caribbean	13	Central America	Belize	84	BLZ			1	Developing	Technical assistance is being provided in this area by CARTAC and Statistics Canada. It is expected to complete transition to 2008 SNA by the end of 2019.
Q09.1a	Details on version of SNA currently used	143	142	Asia	34	Southern Asia			Bhutan	64	BTN	1	1		Developing	Partially 2008 SNA is also implemented in some sectors of the economy
Q09.1a	Details on version of SNA currently used	197	150	Europe	39	Southern Europe			Bosnia and Herzegovina	70	BIH				Developed	
Q09.1a	Details on version of SNA currently used	39	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Botswana	72	BWA		1		Developing	Some components of SNA 2008 are implemented. The country is in the process of rebasing GDP to align to SNA 2008. A strategy of moving from 1993 to 2008 has been developed and is being currently implemented.
Q09.1a	Details on version of SNA currently used	130	142	Asia	35	South-eastern Asia			Brunei Darussalam	96	BRN				Developing	www.depd.gov.bn
