QuestionID	QuestionText	BlockID	BlockText	Answer	RegionName	N	Percentage
Q08.5	Existence of a central data portal where different members of the NSS publish official statistical data	R01		No	Europe	22	24
Q08.5	Existence of a central data portal where different members of the NSS publish official statistical data	R01		No	Africa	10	11
Q08.5	Existence of a central data portal where different members of the NSS publish official statistical data	R01		No	Americas	9	10
Q08.5	Existence of a central data portal where different members of the NSS publish official statistical data	R01		Yes	Oceania	1	1
Q08.5	Existence of a central data portal where different members of the NSS publish official statistical data	R01		No	Asia	11	12
Q08.5	Existence of a central data portal where different members of the NSS publish official statistical data	R01		Yes	Asia	9	10
Q08.5	Existence of a central data portal where different members of the NSS publish official statistical data	R01		Yes	Africa	7	8
Q08.5	Existence of a central data portal where different members of the NSS publish official statistical data	R01		Yes	Americas	4	4
Q08.5	Existence of a central data portal where different members of the NSS publish official statistical data	R01			Asia	4	4
Q08.5	Existence of a central data portal where different members of the NSS publish official statistical data	R01		Yes	Europe	12	13
Q08.5	Existence of a central data portal where different members of the NSS publish official statistical data	R01		No	Oceania	3	3
Q08.5	Existence of a central data portal where different members of the NSS publish official statistical data	R01			Europe	1	1
